Solved,Puzzle Date,Day of Week,Time Taken,Adjusted Time,Average Time,Average Adjusted Time,Completed At (ET),Checks,Reveals,Constructor,Excluded
True,2023-02-21,Tu,1093,1093,546.6,822.6,2023-02-21 13:11:00,0,0,Daniel Raymon,False
True,2023-02-20,Mo,291,291,414.5,414.5,2023-02-20 08:34:25,0,0,Emily Carroll,False
True,2023-02-19,Su,942,942,1735.1,2212.9,2023-02-19 12:32:12,0,0,Rebecca Goldstein,False
True,2023-02-18,Sa,3054,3054,1779.2,1779.2,2023-02-18 15:26:46,0,0,Kameron Austin Collins,False
True,2023-02-17,Fr,1753,1753,1873.1,1873.1,2023-02-17 12:20:29,0,0,Jem Burch,False
True,2023-02-15,We,735,735,1022.9,1022.9,2023-02-15 15:09:07,0,0,Sean Ziebarth,False
True,2023-02-14,Tu,464,464,569.6,845.6,2023-02-14 10:41:13,0,0,Ella Dershowitz,False
True,2023-02-13,Mo,425,425,407.4,407.4,2023-02-13 10:57:16,0,0,Eric Rollfing,False
False,2023-02-12,Su,3414,8192,1484.9,1484.9,2023-02-12 16:19:00,355,0,Christina Iverson and Samuel A. Donaldson,False
True,2023-02-11,Sa,3299,3299,1536.3,1536.3,2023-02-24 17:21:26,0,0,Sam Ezersky,False
True,2023-02-08,We,912,912,1002.3,1002.3,2023-02-08 09:42:29,0,0,Chase Dittrich,False
True,2023-02-07,Tu,356,356,585.6,861.6,2023-02-07 09:41:24,0,0,Ellen Leuschner,False
True,2023-02-06,Mo,472,472,443.9,443.9,2023-02-06 19:19:18,0,0,Taylor Johnson,False
True,2023-02-05,Su,1518,1518,1552.0,2011.8,2023-02-07 17:33:35,0,0,Jeremy Newton,False
True,2023-02-02,Th,1483,1483,1759.7,1759.7,2023-02-02 20:11:20,0,0,Elise Corbin,False
True,2023-01-31,Tu,453,453,617.2,893.2,2023-01-31 11:33:38,0,0,Erik Agard,False
True,2023-01-30,Mo,473,473,439.1,439.1,2023-01-30 14:18:49,0,0,David Steinberg,False
True,2023-01-29,Su,1794,1794,1564.7,2024.5,2023-01-29 18:32:12,0,0,Rich Katz,False
True,2023-01-28,Sa,1871,1871,1471.0,1471.0,2023-01-28 13:40:30,0,0,Kevin Christian,False
True,2023-01-27,Fr,2388,2388,2112.9,2414.5,2023-01-27 12:05:48,0,0,Joe Deeney,False
True,2023-01-26,Th,3075,3075,1589.8,1854.5,2023-01-26 19:09:30,0,0,Dan Ziring and Quiara Vasquez,False
True,2023-01-25,We,1150,1150,950.1,950.1,2023-01-25 20:42:09,0,0,Nancy Serrano-Wu,False
False,2023-01-24,Tu,943,3703,567.5,567.5,2023-01-25 20:22:47,199,0,Aaron M. Rosenberg and Jeff Chen,False
True,2023-01-23,Mo,340,340,440.0,440.0,2023-01-25 12:47:11,0,0,Adrian Johnson,False
True,2023-01-18,We,594,594,1035.7,1310.4,2023-01-20 11:40:09,0,0,Lindsay McBride,False
True,2023-01-17,Tu,615,615,559.9,559.9,2023-01-20 11:30:04,0,0,Erika Ettin,False
True,2023-01-16,Mo,541,541,430.0,430.0,2023-01-16 14:23:36,0,0,Michael Paleos,False
True,2023-01-14,Sa,2468,2468,1370.2,1370.2,2023-01-14 10:34:58,0,0,David Karp,False
True,2023-01-12,Th,1286,1286,1602.2,1866.9,2023-01-12 09:03:28,0,0,Grant Thackray,False
True,2023-01-11,We,1089,1089,1042.5,1317.2,2023-01-11 11:39:06,0,0,Victor Barocas,False
True,2023-01-10,Tu,344,344,584.1,584.1,2023-01-10 12:27:12,0,0,Emily Rourke,False
True,2023-01-09,Mo,289,289,436.6,689.4,2023-01-09 10:24:12,0,0,Andrea Carla Michaels and Kevin Christian,False
True,2023-01-08,Su,1627,1627,1542.3,2002.1,2023-01-08 13:30:47,0,0,Wyna Liu,False
True,2023-01-07,Sa,1200,1200,1411.5,1411.5,2023-01-07 11:24:52,0,0,Adam Aaronson,False
True,2023-01-05,Th,2206,2206,1459.6,1724.3,2023-01-05 11:02:43,0,0,Emily Carroll,False
True,2023-01-04,We,762,762,1033.7,1308.4,2023-01-04 11:30:37,0,0,Laura Breiman and Tom Bachant,False
True,2023-01-03,Tu,298,298,599.4,599.4,2023-01-03 13:32:04,0,0,Margaret Seikel,False
True,2023-01-02,Mo,331,331,450.3,703.1,2023-01-02 15:51:00,0,0,Seth Bisen-Hersh,False
True,2022-12-31,Sa,2392,2392,1409.6,1409.6,2022-12-31 16:14:59,0,0,Billy Bratton,False
True,2022-12-30,Fr,3189,3189,1930.5,2232.1,2022-12-31 13:20:08,0,0,Brendan Emmett Quigley,False
True,2022-12-28,We,1161,1161,1043.4,1318.1,2022-12-29 12:49:22,0,0,Josh Goodman,False
True,2022-12-27,Tu,585,585,596.6,596.6,2022-12-27 15:39:31,0,0,Lynn Lempel,False
True,2022-12-26,Mo,559,559,439.4,692.2,2022-12-26 11:26:12,0,0,Kurt Weller,False
True,2022-12-25,Su,1209,1209,1601.7,2061.5,2022-12-29 13:28:15,0,0,John Martz,False
True,2022-12-23,Fr,1832,1832,2074.8,2376.4,2022-12-23 15:00:13,0,0,Brandon Koppy,False
True,2022-12-22,Th,1047,1047,1517.8,1782.5,2022-12-22 12:39:39,0,0,David Steinberg,False
True,2022-12-21,We,1006,1006,1090.2,1633.7,2022-12-21 12:09:53,0,0,Nancy Stark and Will Nediger,False
True,2022-12-20,Tu,701,701,597.9,861.0,2022-12-19 23:12:59,0,0,Peter Koetters,False
True,2022-12-19,Mo,471,471,425.0,677.8,2022-12-19 12:42:06,0,0,Jennifer Nutt,False
True,2022-12-18,Su,2234,2234,1640.6,2568.0,2022-12-18 14:53:41,0,0,Ryan McCarty,False
True,2022-12-17,Sa,1005,1005,1494.0,1494.0,2022-12-18 14:15:50,0,0,Christina Iverson and Tom Pepper,False
True,2022-12-16,Fr,2704,2704,2037.8,2339.4,2022-12-16 13:51:12,0,0,Kameron Austin Collins,False
True,2022-12-15,Th,1754,1754,1512.6,1777.3,2022-12-15 17:01:22,0,0,Bruce Haight,False
True,2022-12-14,We,1939,1939,972.5,1516.0,2022-12-14 11:38:44,0,0,Matthew Stock,False
True,2022-12-13,Tu,707,707,576.1,839.2,2022-12-14 10:37:56,0,0,Julietta Gervase,False
True,2022-12-12,Mo,244,244,424.8,677.6,2022-12-12 12:31:22,0,0,Anthony J. Caruso and Zhouqin Burnikel,False
True,2022-12-11,Su,1555,1555,1613.5,2540.9,2022-12-11 15:36:37,0,0,Laura Taylor Kinnel,False
True,2022-12-10,Sa,2601,2601,1349.9,1349.9,2022-12-11 15:10:06,0,0,Sid Sivakumar,False
True,2022-12-09,Fr,1755,1755,2106.2,2407.8,2022-12-09 12:17:27,0,0,Brooke Husic and Hoang-Kim Vu,False
True,2022-12-08,Th,786,786,1547.6,1812.3,2022-12-08 18:56:46,0,0,Grant Thackray,False
True,2022-12-07,We,1057,1057,1035.0,1866.2,2022-12-07 21:26:16,0,0,Karen Steinberg,False
True,2022-12-06,Tu,694,694,561.5,824.6,2022-12-06 17:25:59,0,0,Ross Trudeau and Wyna Liu,False
True,2022-12-05,Mo,354,354,415.6,668.4,2022-12-05 13:33:41,0,0,Tracy Gray,False
True,2022-12-04,Su,1520,1520,1606.1,2533.5,2022-12-06 15:55:10,0,0,Gustie Owens,False
True,2022-12-03,Sa,1234,1234,1450.8,1450.8,2022-12-03 08:35:30,0,0,Kate Hawkins,False
True,2022-11-30,We,559,559,1074.2,1905.4,2022-12-01 07:52:32,0,0,Addison Snell,False
True,2022-11-29,Tu,516,516,543.0,806.1,2022-12-01 07:43:04,0,0,David Rockow,False
True,2022-11-28,Mo,837,837,390.0,642.8,2022-11-28 11:36:26,0,0,Chloe Revery,False
True,2022-11-22,Tu,769,769,544.9,808.0,2022-11-22 14:22:00,0,0,Wendy L. Brandes,False
True,2022-11-21,Mo,425,425,398.4,651.2,2022-11-21 12:25:22,0,0,Brandon Koppy,False
True,2022-11-20,Su,802,802,1661.9,2589.3,2022-11-20 13:42:20,0,0,Joe Deeney,False
True,2022-11-19,Sa,834,834,1621.3,1621.3,2022-11-20 13:16:47,0,0,Benji Goldsmith,False
True,2022-11-17,Th,3379,3379,1377.6,1925.7,2022-11-17 10:26:14,0,0,Hoang-Kim Vu and Jessica Zetzman,False
True,2022-11-16,We,706,706,1102.4,1933.6,2022-11-16 09:27:43,0,0,John Hawksley,False
True,2022-11-15,Tu,446,446,570.9,834.0,2022-11-15 11:20:52,0,0,Sandy Ganzell,False
True,2022-11-14,Mo,349,349,402.7,655.5,2022-11-14 09:16:21,0,0,Taylor Johnson,False
True,2022-11-13,Su,1678,1678,1833.7,3249.7,2022-11-13 14:09:48,0,0,Samuel A. Donaldson,False
True,2022-11-12,Sa,888,888,1962.9,1962.9,2022-11-13 13:41:28,0,0,Billy Bratton,False
True,2022-11-10,Th,937,937,1452.7,2000.8,2022-11-10 13:38:14,0,0,Dan Caprera,False
True,2022-11-09,We,628,628,1105.2,2193.1,2022-11-09 15:49:37,0,0,David Tuffs,False
True,2022-11-08,Tu,539,539,557.3,820.4,2022-11-08 10:35:17,0,0,Enrique Henestroza Anguiano,False
True,2022-11-07,Mo,441,441,412.9,665.7,2022-11-07 12:41:49,0,0,Jill Singer,False
True,2022-11-03,Th,1974,1974,1462.6,2010.7,2022-11-03 12:03:58,0,0,Chase Dittrich and Jeff Chen,False
False,2022-11-02,We,1450,4197,1004.8,1818.0,2022-11-02 13:04:12,188,0,Ethan Zou and Tomas Spiers,False
True,2022-11-01,Tu,586,586,559.6,822.7,2022-11-01 11:00:07,0,0,Bruce Haight,False
False,2022-10-31,Mo,355,2883,421.2,421.2,2022-10-31 16:45:41,188,0,Emily Carroll,False
True,2022-10-30,Su,912,912,1944.4,3360.4,2022-10-30 14:09:52,0,0,Addison Snell,False
True,2022-10-29,Sa,870,870,2225.9,2225.9,2022-10-30 13:53:42,0,0,Daniel Okulitch,False
True,2022-10-27,Th,1153,1153,1435.5,1983.6,2022-10-27 14:50:41,0,0,Barbara Lin,False
True,2022-10-26,We,1157,1157,982.7,1795.9,2022-10-26 19:42:05,0,0,Simeon Seigel,False
True,2022-10-25,Tu,451,451,553.9,817.0,2022-10-25 12:08:38,0,0,Ashleigh Silveira and Nick Shephard,False
False,2022-10-23,Su,2189,6787,1893.6,2849.8,2022-10-25 19:07:36,362,0,Daniel Bodily and Jeff Chen,False
True,2022-10-21,Fr,2263,2263,2022.1,2323.7,2022-10-21 20:01:25,0,0,Rafael Musa,False
False,2022-10-20,Th,1376,4023,1394.0,1677.4,2022-10-20 13:05:24,180,0,Rebecca Goldstein,False
True,2022-10-18,Tu,557,557,543.0,806.1,2022-10-18 12:57:00,0,0,Dan Schoenholz,False
True,2022-10-17,Mo,468,468,400.0,400.0,2022-10-17 12:00:30,0,0,Caryn L. Robbins,False
True,2022-10-16,Su,1921,1921,1978.4,3405.1,2022-10-16 13:40:02,0,0,Paolo Pasco,False
True,2022-10-15,Sa,1218,1218,2322.0,2322.0,2022-10-16 13:05:50,0,0,John Hawksley,False
True,2022-10-14,Fr,1994,1994,1996.2,2580.3,2022-10-15 00:12:29,0,0,David Steinberg,False
True,2022-10-12,We,674,674,996.2,1809.4,2022-10-12 13:18:34,0,0,Drew Schmenner,False
False,2022-10-11,Tu,714,3345,519.3,519.3,2022-10-11 11:11:22,191,0,Ailee Yoshida,False
True,2022-10-10,Mo,450,450,379.8,379.8,2022-10-10 14:36:34,0,0,Byron Walden,False
True,2022-10-09,Su,1403,1403,1977.1,3403.8,2022-10-09 14:00:45,0,0,Jessie Trudeau and Ross Trudeau,False
True,2022-10-08,Sa,1460,1460,2400.7,2706.0,2022-10-09 13:35:49,0,0,Kyle Dolan,False
True,2022-10-05,We,1258,1258,940.7,2010.4,2022-10-06 14:45:07,0,0,Jason Reich,False
True,2022-10-03,Mo,327,327,384.5,384.5,2022-10-03 17:34:28,0,0,Sarah Sinclair,False
True,2022-10-02,Su,1803,1803,1925.0,3351.7,2022-10-02 13:06:16,0,0,Kathy Bloomer,False
True,2022-10-01,Sa,1613,1613,2744.3,3298.2,2022-10-02 12:34:52,0,0,Natan Last,False
True,2022-09-30,Fr,737,737,2052.5,2636.6,2022-09-30 10:48:01,0,0,David Karp,False
True,2022-09-29,Th,1410,1410,1436.4,2001.1,2022-09-29 12:39:31,0,0,Jeremy Newton,False
False,2022-09-28,We,1474,4162,927.4,1728.3,2022-09-29 12:14:52,182,0,Jeff Stillman,False
True,2022-09-27,Tu,489,489,528.9,528.9,2022-09-27 13:18:41,0,0,Peter Koetters,False
True,2022-09-26,Mo,242,242,391.2,391.2,2022-09-26 13:50:19,0,0,Margaret Seikel,False
False,2022-09-25,Su,2623,7299,1847.8,2806.9,2022-09-25 13:36:34,361,0,Meghan Morris,False
True,2022-09-24,Sa,2373,2373,2840.8,3712.4,2022-09-25 12:47:10,0,0,Martin Ashwood-Smith,False
True,2022-09-22,Th,780,780,1576.8,2141.5,2022-09-22 18:47:15,0,0,Helen Chen,False
True,2022-09-21,We,762,762,925.4,1726.3,2022-09-21 13:29:31,0,0,Matthew Stock,False
True,2022-09-20,Tu,548,548,518.5,518.5,2022-09-20 13:14:28,0,0,Rebecca Goldstein and Rachel Fabi,False
True,2022-09-19,Mo,262,262,392.7,392.7,2022-09-20 13:05:13,0,0,Leslie Young and Andrea Carla Michaels,False
True,2022-09-18,Su,1284,1284,1854.2,2813.3,2022-09-19 16:03:42,0,0,Katie Hale,False
True,2022-09-17,Sa,1849,1849,3064.5,3936.1,2022-09-19 16:17:46,0,0,Grant Thackray,False
False,2022-09-14,We,1682,4559,871.6,1384.8,2022-09-14 17:48:41,185,2,Michael Dewey,False
True,2022-09-13,Tu,331,331,520.2,520.2,2022-09-13 11:08:14,0,0,Adam Wagner,False
True,2022-09-12,Mo,581,581,394.3,394.3,2022-09-12 17:47:08,0,0,Michael Lieberman,False
True,2022-09-11,Su,1446,1446,1868.7,2827.8,2022-09-12 19:36:19,0,0,Derrick Niederman,False
True,2022-09-09,Fr,1180,1180,2066.1,2922.2,2022-09-09 13:42:04,0,0,Brandon Koppy,False
True,2022-09-08,Th,1629,1629,1633.9,2198.6,2022-09-08 14:42:19,0,0,Matthew Stock,False
True,2022-09-07,We,951,951,953.6,1745.8,2022-09-07 13:34:19,0,0,Ekua Ewool,False
True,2022-09-06,Tu,788,788,475.4,475.4,2022-09-06 17:01:37,0,0,Trenton Charlson,False
True,2022-09-05,Mo,509,509,371.3,371.3,2022-09-06 16:47:45,0,0,Adam Simpson,False
True,2022-09-04,Su,1360,1360,1884.7,2843.8,2022-09-06 19:44:37,0,0,Tracy Gray,False
True,2022-09-02,Fr,689,689,2166.2,3022.3,2022-09-02 11:11:11,0,0,Claire Rimkus,False
True,2022-09-01,Th,1702,1702,1627.4,2192.1,2022-09-01 15:28:10,0,0,John Wrenholt,False
True,2022-08-30,Tu,706,706,479.9,479.9,2022-08-30 12:56:18,0,0,Emily Carroll,False
True,2022-08-29,Mo,392,392,373.2,373.2,2022-08-29 14:15:16,0,0,Chase Dittrich and Jeff Chen,False
False,2022-08-28,Su,3396,8282,1674.2,2144.7,2022-08-30 21:18:37,367,0,Ori Brian,False
True,2022-08-27,Sa,1160,1160,3652.9,4897.3,2022-08-27 11:38:12,0,0,Andrew Linzer,False
True,2022-08-25,Th,1136,1136,1896.9,2784.9,2022-08-25 10:42:27,0,0,Olivia Mitra Framke and Andrea Carla Michaels,False
True,2022-08-24,We,988,988,919.5,1711.7,2022-08-24 10:26:41,0,0,Colin Ernst,False
True,2022-08-22,Mo,543,543,350.8,350.8,2022-08-22 15:49:46,0,0,Doug Burnikel and Zhouqin Burnikel,False
True,2022-08-21,Su,2019,2019,1664.1,2596.4,2022-08-21 14:42:27,0,0,Brooke Husic and Will Nediger,False
False,2022-08-19,Fr,4786,7802,1849.4,2403.9,2022-08-19 22:19:41,151,0,Patrick John Duggan,False
False,2022-08-18,Th,1679,4513,1882.4,2487.0,2022-08-18 23:02:01,192,0,Adam Wagner,False
False,2022-08-17,We,656,3223,921.2,1456.7,2022-08-18 10:02:57,186,0,Michael Paleos,False
True,2022-08-16,Tu,403,403,524.3,524.3,2022-08-16 11:27:41,0,0,Sue Fracker,False
True,2022-08-15,Mo,438,438,337.4,337.4,2022-08-14 18:50:18,0,0,Simon Marotte,False
True,2022-08-14,Su,1681,1681,1600.9,2533.2,2022-08-15 19:05:47,0,0,Jeff Chen and Jim Horne,False
True,2022-08-13,Sa,2243,2243,3569.2,4813.6,2022-08-12 22:43:24,0,0,John Westwig,False
True,2022-08-12,Fr,1365,1365,1856.6,2411.1,2022-08-12 22:05:45,0,0,Trent H. Evans,False
True,2022-08-11,Th,1688,1688,1822.5,2427.1,2022-08-11 11:08:16,0,0,David Tuffs,False
True,2022-08-10,We,446,446,947.9,1756.9,2022-08-10 14:25:49,0,0,Karen Lurie,False
True,2022-08-08,Mo,256,256,359.6,359.6,2022-08-08 11:44:17,0,0,Kathy Lowden,False
False,2022-08-07,Su,2769,7474,1524.9,1986.7,2022-08-08 21:15:49,361,0,Tina Labadie,False
True,2022-08-05,Fr,3275,3275,1751.9,2306.4,2022-08-05 12:24:48,0,0,Erik Agard and Brooke Husic,False
True,2022-08-04,Th,2073,2073,1741.6,2610.8,2022-08-04 15:11:47,0,0,Ella Dershowitz,False
True,2022-08-03,We,936,936,909.3,1718.3,2022-08-03 11:45:57,0,0,Daniel Bodily,False
True,2022-08-02,Tu,609,609,514.4,514.4,2022-08-02 12:21:12,0,0,Jay Kaskel and Daniel Kantor,False
True,2022-08-01,Mo,248,248,384.4,384.4,2022-08-02 12:10:37,0,0,Garrett Chalfin,False
True,2022-07-31,Su,1390,1390,1647.4,2577.5,2022-08-01 20:06:11,0,0,Jesse Goldberg,False
True,2022-07-30,Sa,2539,2539,3525.9,4770.3,2022-07-30 12:42:58,0,0,Lance Enfinger,False
True,2022-07-29,Fr,2334,2334,1662.9,2217.4,2022-07-29 13:24:31,0,0,Robyn Weintraub,False
True,2022-07-28,Th,882,882,1795.0,2664.2,2022-07-28 12:27:45,0,0,Bill Pipal and Jeff Chen,False
True,2022-07-27,We,809,809,888.1,1697.1,2022-07-27 12:51:29,0,0,Enrique Henestroza Anguiano,False
True,2022-07-26,Tu,394,394,518.1,518.1,2022-07-26 15:27:41,0,0,Lillian Simpson,False
True,2022-07-25,Mo,374,374,392.1,392.1,2022-07-26 15:20:35,0,0,Michael T. Buerke,False
True,2022-07-24,Su,1282,1282,1668.1,3072.4,2022-07-24 14:53:09,0,0,Jessie Trudeau and Ross Trudeau,False
True,2022-07-23,Sa,4304,4304,3331.2,4867.3,2022-07-24 14:25:33,0,0,John Lieb,False
True,2022-07-22,Fr,2439,2439,1587.9,2142.4,2022-07-22 16:16:10,0,0,David Steinberg,False
True,2022-07-21,Th,961,961,1867.4,2736.6,2022-07-21 10:53:50,0,0,Anne Marie Crinnion and Eric Bornstein,False
False,2022-07-20,We,703,3268,877.2,1429.7,2022-07-20 12:50:40,185,0,Josh Kindler,False
True,2022-07-18,Mo,309,309,405.2,405.2,2022-07-18 18:11:59,0,0,Phoebe Gordon,False
True,2022-07-15,Fr,1422,1422,1688.3,2242.8,2022-07-15 12:42:13,0,0,Matthew Stock and Nam Jin Yoon,False
False,2022-07-14,Th,1834,4647,1887.6,2734.1,2022-07-14 18:07:52,187,0,Alan Arbesfeld,False
True,2022-07-12,Tu,448,448,543.7,543.7,2022-07-12 08:54:15,0,0,Karen Steinberg,False
True,2022-07-11,Mo,277,277,405.7,405.7,2022-07-11 09:23:54,0,0,Roy Greim,False
True,2022-07-10,Su,1851,1851,1772.8,3714.6,2022-07-10 13:38:01,0,0,Christina Iverson and Scott Hogan,False
True,2022-07-06,We,1341,1341,860.6,1413.1,2022-07-06 20:39:31,0,0,Sam Koperwas and Jeff Chen,False
True,2022-07-05,Tu,477,477,586.4,586.4,2022-07-05 13:09:46,0,0,Malgorzata Nowakowska and Eileen Williams,False
True,2022-07-04,Mo,597,597,432.8,432.8,2022-07-04 11:24:22,0,0,Bruce Haight,False
True,2022-07-03,Su,1348,1348,1867.9,3809.7,2022-07-04 13:26:48,0,0,Tom McCoy,False
True,2022-06-30,Th,2184,2184,1840.6,2687.1,2022-06-30 13:31:08,0,0,Samuel A. Donaldson and Doug Peterson,False
True,2022-06-29,We,742,742,882.5,1435.0,2022-06-29 11:05:04,0,0,Jared Goudsmit,False
True,2022-06-28,Tu,585,585,564.0,564.0,2022-06-28 13:24:57,0,0,Scott Graham,False
True,2022-06-27,Mo,279,279,436.0,436.0,2022-06-27 08:48:04,0,0,Drew Schmenner,False
True,2022-06-26,Su,1591,1591,1896.5,3838.3,2022-06-26 15:01:20,0,0,Matthew Stock and Finn Vigeland,False
False,2022-06-24,Fr,1735,4560,2011.2,2620.7,2022-06-24 16:00:15,190,0,Sophia Maymudes and Margaret Seikel,False
True,2022-06-23,Th,2200,2200,1715.6,2562.1,2022-06-24 15:58:53,0,0,Jeff Chen,False
True,2022-06-21,Tu,444,444,570.7,570.7,2022-06-21 11:05:28,0,0,Alex Eaton-Salners,False
True,2022-06-20,Mo,411,411,434.0,434.0,2022-06-20 09:14:13,0,0,Christopher Youngs,False
True,2022-06-19,Su,1520,1520,2000.1,4423.8,2022-06-19 13:30:23,0,0,Jeremy Newton,False
True,2022-06-17,Fr,1300,1300,2064.1,2673.6,2022-06-17 16:10:28,0,0,Pao Roy,False
True,2022-06-16,Th,1637,1637,1859.2,2705.7,2022-06-17 10:32:14,0,0,Parker Higgins and Ross Trudeau,False
True,2022-06-15,We,1144,1144,931.5,1484.0,2022-06-15 14:28:23,0,0,Rob Baker,False
True,2022-06-14,Tu,348,348,580.7,580.7,2022-06-14 12:44:47,0,0,Robert Won,False
True,2022-06-13,Mo,319,319,426.9,426.9,2022-06-13 12:55:45,0,0,Hoang-Kim Vu and Jessica Zetzman,False
True,2022-06-12,Su,1291,1291,2115.3,5019.2,2022-06-12 16:36:10,0,0,Will Nediger,False
True,2022-06-11,Sa,3500,3500,3193.9,4942.4,2022-06-12 12:37:59,0,0,Sid Sivakumar,False
False,2022-06-10,Fr,1316,4036,2073.3,2410.8,2022-06-11 12:26:15,188,0,Blake Slonecker,False
False,2022-06-09,Th,3831,7064,1769.2,2620.8,2022-06-09 21:16:39,189,0,Dan Ziring,False
True,2022-06-07,Tu,340,340,605.2,605.2,2022-06-08 11:39:58,0,0,Carly Schuna,False
True,2022-06-06,Mo,304,304,436.8,436.8,2022-06-06 12:59:06,0,0,Michael Schlossberg,False
False,2022-06-05,Su,1918,6536,2069.9,4512.0,2022-06-05 15:42:11,370,0,Christina Iverson and Katie Hale,False
True,2022-06-04,Sa,2179,2179,3180.9,5223.4,2022-06-04 13:24:23,0,0,Scott Earl,False
True,2022-06-03,Fr,1690,1690,2037.8,2375.3,2022-06-03 12:45:35,0,0,Robyn Weintraub,False
True,2022-06-02,Th,1534,1534,1724.5,2576.1,2022-06-03 18:49:43,0,0,Michael Lieberman,False
False,2022-06-01,We,1771,4561,847.0,1120.5,2022-06-03 18:52:32,186,0,Chase Dittrich,False
True,2022-05-31,Tu,751,751,620.1,620.1,2022-05-31 07:52:15,0,0,Sam Buchbinder and Brad Wilber,False
True,2022-05-29,Su,1049,1049,2226.5,4668.6,2022-05-29 17:21:22,0,0,Daniel Bodily and Jeff Chen,False
False,2022-05-28,Sa,2247,5300,3133.5,4870.7,2022-05-28 16:03:47,191,2,Joseph Greenbaum,False
True,2022-05-27,Fr,1618,1618,2047.9,2678.8,2022-05-27 16:39:24,0,0,David Distenfeld,False
True,2022-05-26,Th,1089,1089,1805.4,2657.0,2022-05-28 12:12:45,0,0,Jonathan M. Kaye,False
True,2022-05-25,We,647,647,859.0,1132.5,2022-05-25 10:21:41,0,0,Christopher Youngs,False
True,2022-05-24,Tu,847,847,588.8,588.8,2022-05-24 15:09:56,0,0,Ella Dershowitz,False
True,2022-05-23,Mo,478,478,434.1,434.1,2022-05-24 14:42:22,0,0,Simon Marotte,False
